瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),乞闭 浅加(m/s),弥措 鉴埃 浅加 浅氢(deg)
828,崔己,2024-01-03,4.3,2,7.8,1.5,7.4,2,0
828,崔己,2024-01-04,1.8,-2.3,9.1,0,5.7,1.3,0
828,崔己,2024-01-05,3.2,-4.5,13.9,0,6.8,1,233.6
828,崔己,2024-01-06,3,-2.4,10,0,7.3,1.8,14
828,崔己,2024-01-07,.6,-4.1,3.9,0,12,2.8,11.1
828,崔己,2024-01-08,-1.8,-6.1,5.4,0,3.8,1.2,337.7
828,崔己,2024-01-09,.3,-5.5,4.8,0,6.8,1.6,168.8
828,崔己,2024-01-10,2.9,.4,7.6,.5,7.7,2.2,0
828,崔己,2024-01-11,1,-3.8,7.8,0,6.4,1.6,0
828,崔己,2024-01-12,3.3,-4.1,11.3,0,5.9,1.1,16.8
828,崔己,2024-01-13,1.7,-3.2,8.7,0,8.1,1.9,11.1
828,崔己,2024-01-14,5.1,-5.5,14.9,0,8.6,1.8,177.3
828,崔己,2024-01-15,2.5,-1.4,7.4,0,8.1,2.8,25.2
828,崔己,2024-01-16,1.7,-2.7,8.8,0,5.7,1.5,323.7
828,崔己,2024-01-17,2.9,-2.2,6.7,.5,3.2,.8,318
828,崔己,2024-01-18,6.9,3.7,9.2,.5,6.1,1.4,0
828,崔己,2024-01-19,7.3,6.1,8.8,0,7.6,2.2,8.3
828,崔己,2024-01-20,5.5,3.5,7.2,10.5,8.5,3.1,11.1
828,崔己,2024-01-21,5.9,3.6,9.3,.5,7.5,2,346.2
828,崔己,2024-01-22,-.5,-5.6,4.7,0,12.5,4.2,2.7
828,崔己,2024-01-23,-5,-8.5,-.1,0,10.2,3.5,349
828,崔己,2024-01-24,-3.5,-7.6,1.5,0,10.5,3.2,19.7
828,崔己,2024-01-25,-1.4,-7.6,4.4,0,8.3,2.2,0
828,崔己,2024-01-26,2,-3,8.1,0,7.8,2.3,0
828,崔己,2024-01-27,2.2,-5.2,9.4,0,5.4,1.5,0
828,崔己,2024-01-28,2.3,-1.6,7.9,0,8.9,1.9,0
828,崔己,2024-01-29,1.3,-4.3,7.6,0,7.4,2.1,354.6
828,崔己,2024-01-30,2.7,-5.4,10.9,0,5,1.2,199.8
828,崔己,2024-01-31,8.2,3,15.1,0,5.1,1.2,334.8
828,崔己,2024-02-01,8.1,5.6,11.2,0,6.6,1.8,8.3
828,崔己,2024-02-02,7,3.9,12,0,5.2,1.3,354.6
828,崔己,2024-02-03,6,3.4,9.2,2.5,4.6,1.3,337.7
828,崔己,2024-02-04,6.8,4.6,9.7,2,6,1.6,0
828,崔己,2024-02-05,5.6,3.9,7.1,8.5,9,2.9,340.6
828,崔己,2024-02-06,4.1,2.1,6.2,.5,4.3,1.2,2.7
828,崔己,2024-02-07,3.2,.2,7.6,0,7.8,1.8,8.3
828,崔己,2024-02-08,3.3,-1.9,8.9,0,7.4,1.9,354.6
828,崔己,2024-02-09,3.9,-.9,10.5,0,6.4,2.1,2.7
828,崔己,2024-02-10,2.6,-4.4,10.7,0,6.8,1.2,323.7
828,崔己,2024-02-11,2.6,-4.6,10.1,0,10.6,1.5,323.7
828,崔己,2024-02-12,4,-4.5,12.4,0,7.4,1.5,166
828,崔己,2024-02-13,7.9,-2.3,17.5,0,9.9,2.2,157.6
828,崔己,2024-02-14,10.2,4.2,16.1,1.5,8.3,1.6,191.3
828,崔己,2024-02-15,8.7,3.9,16.9,0,12.8,2.4,19.7
828,崔己,2024-02-16,5.2,1.2,10.9,0,4.4,1.4,0
828,崔己,2024-02-17,5.4,-2.6,14.9,0,5.5,1,135.1
828,崔己,2024-02-18,7.1,-1.8,13.1,13.5,5.9,1.1,199.8
828,崔己,2024-02-19,15.7,10.9,22.1,19,6.9,1.5,244.8
828,崔己,2024-02-20,8.5,6.2,13.2,9,6.1,1.6,0
828,崔己,2024-02-21,6.2,4.8,7.5,4,7.6,2.5,8.3
828,崔己,2024-02-22,4.1,3.2,5.2,2.5,9.3,3.3,11.1
828,崔己,2024-02-23,3.8,1.9,6.6,0,7.2,2.5,42.2
828,崔己,2024-02-24,4.5,1.8,8,.5,5.8,1.8,39.4
828,崔己,2024-02-25,4.6,1.2,8.4,1.5,6.9,2.5,2.7
828,崔己,2024-02-26,6.4,1.9,11.5,0,6.4,1.8,0
828,崔己,2024-02-27,4.2,-.3,9.2,0,7.4,1.8,112.5
828,崔己,2024-02-28,5.2,-2.3,13.1,0,5.6,1.3,19.7
828,崔己,2024-02-29,4.4,2.4,6.2,4.5,7.8,2.1,351.7
828,崔己,2024-03-01,1.3,-3.3,5.6,0,12.1,3.8,346.2
828,崔己,2024-03-02,.5,-6.9,6.9,0,8.2,2.4,168.8
828,崔己,2024-03-03,5.7,-.9,13.3,0,8.2,2.2,318
828,崔己,2024-03-04,7.4,-1.3,15,0,6.5,1.1,202.6
828,崔己,2024-03-05,7.1,5.8,8.4,9,8.1,2.7,53.4
828,崔己,2024-03-06,8.1,5.7,11.9,0,6.8,1.8,42.2
828,崔己,2024-03-07,6.7,3.3,12,0,7.4,1.7,236.3
828,崔己,2024-03-08,4.8,-1,10.9,0,11.9,2.9,354.6
828,崔己,2024-03-09,3.2,-2.3,10.5,0,5.3,1.4,16.8
828,崔己,2024-03-10,4.7,-3.6,13.9,0,4.3,1.1,0
828,崔己,2024-03-11,7.1,-.8,13.4,0,8.7,1.7,191.3
828,崔己,2024-03-12,7,.3,13,0,8.5,1.6,19.7
828,崔己,2024-03-13,7.3,.6,16,0,6.7,1.3,5.5
828,崔己,2024-03-14,7.5,-.5,18.2,0,4.8,.9,166
828,崔己,2024-03-15,10.2,-.7,21.8,0,7.6,1.4,0
828,崔己,2024-03-16,13.4,3.6,21.3,0,7.9,2.3,199.8
828,崔己,2024-03-17,13.5,7.1,20.6,0,11,2.8,16.8
828,崔己,2024-03-18,9.8,1.8,16.6,0,9,1.9,177.3
828,崔己,2024-03-19,10,6.2,17.1,0,14.5,2.7,287.1
828,崔己,2024-03-20,6.9,2.2,12.3,0,13.4,3.7,334.8
828,崔己,2024-03-21,5.4,-2.7,13.7,0,6.8,1.3,45
828,崔己,2024-03-22,9.7,1.1,16.3,1.5,13.6,3,177.3
828,崔己,2024-03-23,16.4,9.2,24.2,.5,6.8,1.6,90
828,崔己,2024-03-24,11.9,10.1,14.5,.5,7.1,1.5,0
828,崔己,2024-03-25,10.4,8.3,12.5,10.5,7.3,1.9,11.1
828,崔己,2024-03-26,8.1,5.2,12,17,8.4,2.4,315.2
828,崔己,2024-03-27,9.8,2.2,16.5,0,6.7,1.6,191.3
828,崔己,2024-03-28,9.5,9,11.2,33,6.7,1.9,16.8
828,崔己,2024-03-29,11.9,5.4,18.9,0,14.2,2.5,301.2
828,崔己,2024-03-30,11.4,1.8,19.7,0,10.6,2.1,157.6
828,崔己,2024-03-31,12.9,7.3,19.6,0,6.4,1.4,349
828,崔己,2024-04-01,13.7,3.4,24.5,0,5.3,.9,349
828,崔己,2024-04-02,15.3,6.6,23.4,3.5,7.6,1.7,213.8
828,崔己,2024-04-03,13.1,12.3,14.2,30,6.2,1.5,326.5
828,崔己,2024-04-04,13.2,10.5,17.6,0,3.7,.9,326.5
828,崔己,2024-04-05,14,10.4,19.7,0,4.8,1.1,177.3
828,崔己,2024-04-06,13.9,7.5,20.8,0,3.5,.6,0
828,崔己,2024-04-07,16.3,7.2,25.2,0,7.1,1.4,354.6
828,崔己,2024-04-08,16.9,9.6,24.4,0,6.2,1,326.5
828,崔己,2024-04-09,13.8,9.2,19.9,0,7.2,1.7,273
828,崔己,2024-04-10,12.7,4.8,20.9,0,5.7,1.1,168.8
828,崔己,2024-04-11,14.6,10,19.9,0,7,1.7,199.8
828,崔己,2024-04-12,16.5,8.6,25.4,0,5.5,1,180
828,崔己,2024-04-13,18.9,9.5,28,0,7.1,1.5,191.3
828,崔己,2024-04-14,18.5,8.8,27,0,8.8,1.7,199.8
828,崔己,2024-04-15,15.8,13.9,19.5,19,9,1.7,180
828,崔己,2024-04-16,17.5,10.9,24.7,0,8.4,2,25.2
828,崔己,2024-04-17,,,,0,,,
828,崔己,2024-04-18,17.8,9.3,26.2,0,7.7,1.7,19.7
828,崔己,2024-04-19,18.9,9.2,28,0,6.7,1.2,188.6
828,崔己,2024-04-20,14.8,13.8,17,8.5,5,1.1,213.8
828,崔己,2024-04-21,16.4,13.9,18.4,0,7.8,2.1,30.8
828,崔己,2024-04-22,16.1,14.2,19.4,0,6.3,2,343.3
828,崔己,2024-04-23,14.6,8.7,20.5,3,8.1,1.6,8.3
828,崔己,2024-04-24,14.5,10,21.4,1,8,1.4,292.7
828,崔己,2024-04-25,16.8,9.2,26.4,0,5.2,1.4,11.1
828,崔己,2024-04-26,16.7,11.2,23.8,0,6.2,1.1,188.6
828,崔己,2024-04-27,19.3,11.8,29.5,0,6.5,1,0
828,崔己,2024-04-28,20.2,11.3,29.4,0,8.2,1.4,211.1
828,崔己,2024-04-29,15.1,13.8,16.7,10.5,5,1.5,2.7
828,崔己,2024-04-30,17.4,13.9,23,14,5.6,1.1,323.7
828,崔己,2024-05-01,13.9,8.4,19.9,3.5,7.9,1.8,0
828,崔己,2024-05-02,15.4,6.4,24.4,0,7.7,1.7,188.6
828,崔己,2024-05-03,18.2,8.1,27.9,0,6.9,1.3,154.8
828,崔己,2024-05-04,19,8.7,27.5,0,8.1,1.7,177.3
828,崔己,2024-05-05,18.1,16.9,21.2,34.5,9.9,2.7,199.8
828,崔己,2024-05-06,18.8,16,23.3,10,9.3,2.4,247.6
828,崔己,2024-05-07,15.2,11.8,19.8,8,5.7,1.6,2.7
828,崔己,2024-05-08,13.9,8.5,19.1,.5,6.8,2,0
828,崔己,2024-05-09,15.6,7.2,25,0,4.1,.8,166
828,崔己,2024-05-10,18.6,8.9,27.2,0,9.8,2.2,154.8
828,崔己,2024-05-11,19.8,13.9,23.9,6,16.3,4.1,202.6
828,崔己,2024-05-12,18.9,14.3,24.7,7,11,2.6,191.3
828,崔己,2024-05-13,18,10.5,25.7,0,7.2,2.1,168.8
828,崔己,2024-05-14,18.7,8.9,27.4,0,4.8,.9,180
828,崔己,2024-05-15,18.1,11.5,27.4,9,8.9,1.6,304
828,崔己,2024-05-16,15.3,9.3,22.8,1.5,13.2,2.9,315.2
828,崔己,2024-05-17,18.7,8.9,27.1,0,9.1,2.1,177.3
828,崔己,2024-05-18,19.9,11.2,28.6,0,7.4,1.4,168.8
828,崔己,2024-05-19,21.4,11.6,31.5,0,4,.9,326.5
828,崔己,2024-05-20,21.4,12.5,29,0,5.7,1.2,349
828,崔己,2024-05-21,19.6,14.3,26,0,6.7,1.6,0
828,崔己,2024-05-22,21.2,13.6,28.8,0,6.5,1.6,188.6
828,崔己,2024-05-23,24.1,16.1,31.8,0,5.5,1.1,332.1
828,崔己,2024-05-24,23.4,16.6,31.5,0,6.1,1.8,154.8
828,崔己,2024-05-25,19.2,15.5,23.2,0,5,1.1,318
828,崔己,2024-05-26,19.7,12.3,26.3,4.5,11.1,2.7,177.3
828,崔己,2024-05-27,21.5,18.3,26.1,0,8.3,2.1,354.6
828,崔己,2024-05-28,19.4,13.9,25.2,0,7.1,1.8,354.6
828,崔己,2024-05-29,20.4,10.4,29.6,0,5,1.1,199.8
828,崔己,2024-05-30,20.3,15.4,27,0,3.5,.7,199.8
828,崔己,2024-05-31,23,18.1,29.7,0,7,1.5,168.8
828,崔己,2024-06-01,22,15.8,27.9,0,7,1.4,0
828,崔己,2024-06-02,21,14.3,27.8,1,8.8,1.9,346.2
828,崔己,2024-06-03,20.4,15.6,27.7,0,9,1.2,199.8
828,崔己,2024-06-04,20.4,13.6,27.9,0,6.4,1.2,0
828,崔己,2024-06-05,21.7,13.2,30.5,0,7.1,1,191.3
828,崔己,2024-06-06,21.3,14.9,28.2,0,5.8,1,180
828,崔己,2024-06-07,23,15.2,30.5,0,8.2,1.6,168.8
828,崔己,2024-06-08,19.3,18.6,22.2,13,6.7,1.8,202.6
828,崔己,2024-06-09,22.6,18.8,29.2,1,6.3,1.1,354.6
828,崔己,2024-06-10,24.6,18.8,32,0,5.6,1.1,166
828,崔己,2024-06-11,26.4,19.2,34.4,0,7.5,1.3,188.6
828,崔己,2024-06-12,26.4,19.4,34.2,0,5.9,.9,2.7
828,崔己,2024-06-13,27.2,19.7,35.2,0,8.1,1.6,180
828,崔己,2024-06-14,26.7,18.7,34.1,0,8.1,1.7,188.6
828,崔己,2024-06-15,24.4,20.4,33.2,.5,10.6,1.4,292.7
828,崔己,2024-06-16,25.9,20.6,32.2,0,7.2,1.4,0
828,崔己,2024-06-17,23.1,17.7,28.9,0,4.9,1,354.6
828,崔己,2024-06-18,26.5,17.1,35.2,0,9,1.9,349
828,崔己,2024-06-19,27.2,18,34.9,0,8.7,1.6,213.8
828,崔己,2024-06-20,23.3,18.2,27.3,0,6.3,1.3,213.8
828,崔己,2024-06-21,26.1,20.5,31.3,0,6.8,1.9,188.6
828,崔己,2024-06-22,23.7,22,24.7,26.5,6,1.5,199.8
828,崔己,2024-06-23,25.9,22.1,31.1,0,6.5,1.6,191.3
828,崔己,2024-06-24,26,21.6,30.8,0,8.4,2.5,222.3
828,崔己,2024-06-25,24.2,19.2,30.5,0,8.4,1.2,0
828,崔己,2024-06-26,24.1,16.9,31,0,7.8,1.3,199.8
828,崔己,2024-06-27,20.5,17,24.5,0,5.7,.7,157.6
828,崔己,2024-06-28,24.9,16.9,33.4,0,8.3,1.4,191.3
828,崔己,2024-06-29,23.7,21.2,27.1,25.5,7.9,2.4,191.3
828,崔己,2024-06-30,25.3,24,27.6,63.5,8.2,2.8,157.6
828,崔己,2024-07-01,27.6,23.3,33.1,0,5.7,1.3,199.8
828,崔己,2024-07-02,26.1,23.3,29.4,19,9.4,2.4,157.6
828,崔己,2024-07-03,27.7,24.5,33.3,15,8.8,2.3,211.1
828,崔己,2024-07-04,28.2,23,33.4,0,9.2,2.3,177.3
828,崔己,2024-07-05,28,24.6,34.5,2,8.8,1.9,199.8
828,崔己,2024-07-06,27.6,24.8,31.8,0,11.1,3.5,180
828,崔己,2024-07-07,28.2,26.4,31.6,0,9.4,3.4,180
828,崔己,2024-07-08,27,25.9,29.3,4,8.8,2.7,191.3
828,崔己,2024-07-09,24.9,23.1,27.4,157.5,9.1,1.7,188.6
828,崔己,2024-07-10,24.5,22.9,27,13,11.2,1.9,177.3
828,崔己,2024-07-11,24.8,22.4,28.5,0,6.5,1.2,191.3
828,崔己,2024-07-12,26.2,21.8,32.4,0,6.4,1,177.3
828,崔己,2024-07-13,25.5,21.4,29.6,.5,5.5,1,168.8
828,崔己,2024-07-14,23.9,23,26.4,14,4.7,.4,199.8
828,崔己,2024-07-15,24.6,22.2,27.1,0,3.9,.6,247.6
828,崔己,2024-07-16,24.7,23.1,29.2,5.5,8.2,1.6,177.3
828,崔己,2024-07-17,26.4,23.1,29.5,0,7.8,2.2,199.8
828,崔己,2024-07-18,27,26.2,28.5,5,11.8,3.2,188.6
828,崔己,2024-07-19,25.9,23.9,28.5,8,6.3,1.8,177.3
828,崔己,2024-07-20,26.4,23.3,29.9,16,9,2.2,188.6
828,崔己,2024-07-21,28.7,24.5,33.2,5.5,7.6,2.7,211.1
828,崔己,2024-07-22,29.2,25.9,33.1,0,8.9,3,177.3
828,崔己,2024-07-23,28.8,26.8,31.7,0,8.3,2.4,177.3
828,崔己,2024-07-24,28.2,26.2,32.5,3.5,13,2.4,199.8
828,崔己,2024-07-25,29.5,25.8,34.2,0,7.3,1.9,177.3
828,崔己,2024-07-26,28.2,25.4,32.1,0,10.5,2.7,177.3
828,崔己,2024-07-27,28.4,25.6,32.3,10.5,9.8,2.4,188.6
828,崔己,2024-07-28,29,26,33.7,0,11.2,2.3,180
828,崔己,2024-07-29,29.6,25.1,36,0,5.3,1.4,315.2
828,崔己,2024-07-30,29.1,23.9,35.6,0,4,.8,346.2
828,崔己,2024-07-31,29.7,24.6,35.7,0,4.5,1,202.6
828,崔己,2024-08-01,30,25.2,35.9,0,5.7,1.5,157.6
828,崔己,2024-08-02,30.5,26.4,36.2,0,5.3,1.4,154.8
828,崔己,2024-08-03,30.7,26.7,36.7,0,5.3,.9,315.2
828,崔己,2024-08-04,29.2,25.9,35,0,7.4,1,354.6
828,崔己,2024-08-05,27.4,23.9,35.3,39,14.3,.8,199.8
828,崔己,2024-08-06,28.1,23.7,35.4,0,4.8,1,290
828,崔己,2024-08-07,29.4,24.9,35.4,0,4.5,.8,323.7
828,崔己,2024-08-08,28.8,25.3,34.3,2,9.8,1.1,290
828,崔己,2024-08-09,29.1,24.5,34.9,0,5.3,1.3,199.8
828,崔己,2024-08-10,29.2,24.7,35.2,0,6.4,.9,166
828,崔己,2024-08-11,29.2,24.7,35,0,5,.8,202.6
828,崔己,2024-08-12,28.7,24.4,35.5,0,3.7,.9,315.2
828,崔己,2024-08-13,28.1,22.5,35.4,0,5.7,1.1,2.7
828,崔己,2024-08-14,27.4,21.8,34.4,0,3.7,.8,304
828,崔己,2024-08-15,28.7,24.2,35.4,0,9.2,1.3,211.1
828,崔己,2024-08-16,28.8,23.6,35.3,0,5.8,1,354.6
828,崔己,2024-08-17,28.2,23.8,35,0,9,1.1,191.3
828,崔己,2024-08-18,28.3,23.5,34.6,0,4.1,.8,135.1
828,崔己,2024-08-19,28.8,24,34.6,.5,5.3,.9,191.3
828,崔己,2024-08-20,28.4,26.1,32.5,7,10,2.1,180
828,崔己,2024-08-21,27.9,25.7,30.9,4.5,8.2,2.6,166
828,崔己,2024-08-22,28.5,26.6,32.5,0,13.1,3.1,191.3
828,崔己,2024-08-23,28.4,23,35.2,0,3.7,.8,188.6
828,崔己,2024-08-24,29.1,24.5,35.4,0,4.3,1,121
828,崔己,2024-08-25,28.9,24.3,35.8,0,5.7,1,157.6
828,崔己,2024-08-26,28.6,24.6,34.5,0,7.5,1,188.6
828,崔己,2024-08-27,27.3,24.6,31.6,0,7.1,1.5,11.1
828,崔己,2024-08-28,27.3,24.3,31.4,0,8,2.4,0
828,崔己,2024-08-29,28.2,23.7,34.2,1,11.5,3,39.4
828,崔己,2024-08-30,29.3,25,34.8,0,8.5,2.5,349
828,崔己,2024-08-31,28.1,22.8,34.7,0,7.1,1.7,33.7
828,崔己,2024-09-01,27.6,21.8,34,0,5.4,1,180
828,崔己,2024-09-02,27,22.2,33.3,0,3.4,.8,326.5
828,崔己,2024-09-03,25.4,20.1,30.6,0,5.6,1.1,45
828,崔己,2024-09-04,25.7,18.8,33.1,0,4.7,1.1,211.1
828,崔己,2024-09-05,27.3,20.2,35.1,0,7.1,1.6,188.6
828,崔己,2024-09-06,25.6,23.5,30,46,4.5,1.1,143.5
828,崔己,2024-09-07,25.8,23.5,30.8,13,5.6,.5,199.8
828,崔己,2024-09-08,27.8,24.2,33.5,0,5.8,.8,180
828,崔己,2024-09-09,27.9,24.4,33.7,0,3.2,.9,309.6
828,崔己,2024-09-10,28,23.4,34.7,0,4.3,1.1,349
828,崔己,2024-09-11,27.5,25.4,31.1,0,4.3,.8,157.6
828,崔己,2024-09-12,28.3,25.4,33.6,0,4.4,.6,357.5
828,崔己,2024-09-13,28.9,25.3,34.9,0,5.1,.9,157.6
828,崔己,2024-09-14,28.8,25.1,35.1,0,5.2,1,199.8
828,崔己,2024-09-15,28.3,25.1,32,0,6.5,1.3,112.5
828,崔己,2024-09-16,27.7,26.4,31.1,0,6.1,1.9,0
828,崔己,2024-09-17,29.8,25.1,36.3,0,5.2,.9,202.6
828,崔己,2024-09-18,29.4,25.2,35.4,0,6.3,1,199.8
828,崔己,2024-09-19,28.8,24.6,35.2,0,4.1,.8,349
828,崔己,2024-09-20,25.8,24.8,27.2,50.5,9,1,191.3
828,崔己,2024-09-21,22.4,20.9,26.1,95.5,7.9,1.9,340.6
828,崔己,2024-09-22,22.7,20.9,26.9,0,6.9,2.1,39.4
828,崔己,2024-09-23,20.4,15.3,25.5,0,6.1,1.9,2.7
828,崔己,2024-09-24,20.4,15.2,27.5,0,5.7,1.5,334.8
828,崔己,2024-09-25,22.3,17.4,29,0,4.2,1,351.7
828,崔己,2024-09-26,23.2,18.3,29.8,0,2.9,.6,309.6
828,崔己,2024-09-27,23.9,20.2,30.3,0,4.6,.9,354.6
828,崔己,2024-09-28,22.7,19.8,27.1,0,6.4,1.7,2.7
828,崔己,2024-09-29,21.5,16.9,27.4,0,6.8,1.5,42.2
828,崔己,2024-09-30,20.7,15.9,28.3,0,4.9,1.1,304
828,崔己,2024-10-01,20.6,16.1,26.9,0,10.8,1.5,0
828,崔己,2024-10-02,17.1,13.4,22,0,9.1,2.6,0
828,崔己,2024-10-03,16.5,14.4,21.5,5,8.4,2.7,2.7
828,崔己,2024-10-04,17.6,13.2,24.2,0,6,1.6,0
828,崔己,2024-10-05,17.5,12.2,25.2,0,5,1.4,301.2
828,崔己,2024-10-06,17.8,14.2,22.5,5.5,5,1.2,0
828,崔己,2024-10-07,17.4,15.8,19.7,1.5,4.7,1.1,8.3
828,崔己,2024-10-08,18.9,14.5,24.4,0,6,1.8,357.5
828,崔己,2024-10-09,17.9,13.2,24.3,0,5.8,1.6,25.2
828,崔己,2024-10-10,17.3,12.9,24.7,0,5.8,1.2,0
828,崔己,2024-10-11,18.1,12.4,25.7,0,3.7,.8,315.2
828,崔己,2024-10-12,17.7,13.1,25.6,0,4.7,1.1,337.7
828,崔己,2024-10-13,17.7,11.9,24.6,0,3.7,1,323.7
828,崔己,2024-10-14,18.5,16.2,21.6,24.5,3.8,1,332.1
828,崔己,2024-10-15,19.1,16.9,21.5,4.5,3.7,.9,334.8
828,崔己,2024-10-16,19.4,15.9,25.7,0,6.1,1.3,323.7
828,崔己,2024-10-17,19,15.3,24.9,0,4.4,1,332.1
828,崔己,2024-10-18,20.4,17.3,23.4,16,4.8,1.1,191.3
828,崔己,2024-10-19,19.1,14.3,27.5,1.5,10.1,2.2,33.7
828,崔己,2024-10-20,14.5,13,17.1,0,9.3,2.4,19.7
828,崔己,2024-10-21,15.1,11.8,18.1,4.5,5.4,1.7,304
828,崔己,2024-10-22,17,14.9,18.8,34,5.2,1.4,326.5
828,崔己,2024-10-23,17.1,12,21.3,0,8.5,1.8,349
828,崔己,2024-10-24,13.9,10.1,20.8,0,7.8,2.1,11.1
828,崔己,2024-10-25,15.5,10.4,21.7,0,6,1.7,326.5
828,崔己,2024-10-26,16.5,12.2,23.8,0,5,1.3,61.9
828,崔己,2024-10-27,14.6,10.8,18.1,2,3.5,.7,323.7
828,崔己,2024-10-28,15.8,13,19,0,5.9,1.6,2.7
828,崔己,2024-10-29,15.5,12.6,20.4,0,8.7,2,0
828,崔己,2024-10-30,14.8,10.5,22.2,0,7.4,1.4,11.1
828,崔己,2024-10-31,15.1,10.2,22.5,0,6.8,1.1,0
828,崔己,2024-11-01,14.2,12.8,15.4,17,5.6,1.2,315.2
828,崔己,2024-11-02,16.5,12.7,22.9,16,7.4,1.5,357.5
828,崔己,2024-11-03,14.4,11.1,21.4,.5,3.7,.6,346.2
828,崔己,2024-11-04,14.4,10.1,21.8,0,4.7,.9,8.3
828,崔己,2024-11-05,12.9,9.2,18.2,0,7,2.1,11.1
828,崔己,2024-11-06,9.7,4.1,15.5,0,8.9,2.4,2.7
828,崔己,2024-11-07,9.7,3.8,18.5,0,4.5,1.4,349
828,崔己,2024-11-08,12,6.4,20.4,0,4,1,225.1
828,崔己,2024-11-09,13.3,7.8,20.5,0,5.3,.9,323.7
828,崔己,2024-11-10,13,9.9,16.9,0,3.2,.5,346.2
828,崔己,2024-11-11,13.3,8.1,21.4,0,5.2,.7,11.1
828,崔己,2024-11-12,13.6,9.4,21.7,0,6,.9,354.6
828,崔己,2024-11-13,13.1,6.2,20.6,0,4.5,1,0
828,崔己,2024-11-14,13,8,19,0,3.2,.5,290
828,崔己,2024-11-15,14,12.3,17.2,0,5.7,1.1,349
828,崔己,2024-11-16,15.7,11.2,23.2,0,3.7,.6,90
828,崔己,2024-11-17,12.7,7.8,16.6,0,9,2.7,354.6
828,崔己,2024-11-18,5.5,2.4,10,0,11,3.4,19.7
828,崔己,2024-11-19,6.8,1.9,13.2,0,5.1,1.5,337.7
828,崔己,2024-11-20,8.8,2.8,14.9,0,7.4,1.8,0
828,崔己,2024-11-21,7.8,2.5,15.8,0,3.4,.9,112.5
828,崔己,2024-11-22,8.8,3,15.2,0,7.6,1.6,8.3
828,崔己,2024-11-23,7.1,3.2,14.3,0,5.6,1.6,39.4
828,崔己,2024-11-24,8.3,4.1,15.5,0,4,1.1,323.7
828,崔己,2024-11-25,9.1,3.1,16.9,.5,5.3,1.2,188.6
828,崔己,2024-11-26,9.8,5.3,14,21.5,12.8,2,323.7
828,崔己,2024-11-27,4.8,1.7,8.4,.5,8.1,1.7,202.6
828,崔己,2024-11-28,5.8,1.9,12,0,9.9,2.3,290
828,崔己,2024-11-29,5.4,1.8,8.9,0,7.5,1.5,304
828,崔己,2024-11-30,6.9,2.4,14.4,0,12.7,1.7,0
828,崔己,2024-12-01,7.7,.7,15.4,0,6.2,.9,177.3
828,崔己,2024-12-02,10.1,2.7,18.7,0,6.6,1.3,157.6
828,崔己,2024-12-03,6.2,2.5,11.6,0,8.7,2.3,351.7
828,崔己,2024-12-04,4.2,-.2,11.1,0,9.8,1.5,0
828,崔己,2024-12-05,4.9,.1,10.7,0,6.1,1.1,177.3
828,崔己,2024-12-06,6.3,1.6,10.5,0,7.4,1.9,315.2
828,崔己,2024-12-07,3.2,-1.3,8.7,0,6.6,1.4,304
828,崔己,2024-12-08,2.7,-.7,7.4,0,8.7,2.6,337.7
828,崔己,2024-12-09,2.8,-4,9.6,0,6.5,1.8,16.8
828,崔己,2024-12-10,4,-1.8,10.4,0,8.3,2.1,2.7
828,崔己,2024-12-11,4.3,.3,10.9,0,6.8,1.9,354.6
828,崔己,2024-12-12,4.1,-.8,9.2,0,8.3,2.3,8.3
828,崔己,2024-12-13,3.3,-.5,8.8,0,11.7,2,349
828,崔己,2024-12-14,1.7,-2.4,7.3,0,9.7,2.1,332.1
828,崔己,2024-12-15,2.9,-4,9.8,0,7.5,1.2,349
828,崔己,2024-12-16,3.2,-1.2,9.3,0,7.1,1.3,346.2
828,崔己,2024-12-17,4.1,-.4,9,0,10.9,1.9,312.3
828,崔己,2024-12-18,1.3,-1.8,4.9,0,9.4,2.9,2.7
828,崔己,2024-12-19,.3,-3.8,7,0,6.5,1.9,11.1
828,崔己,2024-12-20,1.4,-4.1,8,0,4.9,1,25.2
828,崔己,2024-12-21,2.2,-.9,5.7,0,11.7,2.4,5.5
828,崔己,2024-12-22,-.2,-3.9,4.3,0,9.7,2.8,2.7
828,崔己,2024-12-23,1.7,-3.7,9.7,0,11.8,1.9,337.7
828,崔己,2024-12-24,1.5,-2.9,8.5,0,5.6,1.4,0
828,崔己,2024-12-25,2.3,-3,9.3,0,3.7,1,354.6
828,崔己,2024-12-26,2.8,-2,10,0,12.6,1.9,0
828,崔己,2024-12-27,.8,-3,5.4,0,7.7,2.2,22.5
828,崔己,2024-12-28,.8,-1.7,4.6,0,11,3,349
828,崔己,2024-12-29,1,-5,9,0,4.1,1,304
828,崔己,2024-12-30,4.9,-2.8,12.3,0,10.1,1.5,270.2
828,崔己,2024-12-31,3.9,-3,7.9,0,10.1,2.6,33.7
828,崔己,2025-01-01,.3,-7,10.3,0,3.3,.7,166
828,崔己,2025-01-02,2.2,-5.1,10.2,0,5.2,.9,8.3
828,崔己,2025-01-03,1.1,-2.3,5.3,0,12.2,2.7,354.6
828,崔己,2025-01-04,.4,-5,7.8,0,5.6,1.2,354.6
